formula,formula,score
t17_xboole_1,t12_xboole_1,6.8373235180708605
t17_xboole_1,d7_xboole_0,inf
t17_xboole_1,t67_xboole_1,6.8373235180708605
t17_xboole_1,antisymmetry_r2_hidden,inf
t17_xboole_1,t7_xboole_0,inf
t17_xboole_1,t4_boole,inf
t17_xboole_1,t69_xboole_1,6.0
t5_xboole_0,t38_xboole_1,inf
t5_xboole_0,t46_xboole_1,inf
t5_xboole_0,commutativity_k2_xboole_0,inf
t5_xboole_0,dt_k2_xboole_0,inf
t5_xboole_0,t53_xboole_1,inf
t5_xboole_0,t8_boole,inf
t5_xboole_0,t61_xboole_1,inf
t5_xboole_0,t49_xboole_1,inf
t5_xboole_0,t58_xboole_1,inf
t5_xboole_0,t25_xboole_1,inf
t5_xboole_0,t7_xboole_1,inf
t5_xboole_0,t48_xboole_1,inf
t5_xboole_0,t3_xboole_1,inf
t5_xboole_0,idempotence_k3_xboole_0,inf
t5_xboole_0,t47_xboole_1,inf
t5_xboole_0,d3_xboole_0,1.1851851851851851
t5_xboole_0,t21_xboole_1,inf
t5_xboole_0,idempotence_k2_xboole_0,inf
t5_xboole_0,t2_tarski,1.3333333333333333
t5_xboole_0,t64_xboole_1,0.0
t5_xboole_0,t9_xboole_1,inf
t5_xboole_0,dt_o_0_0_xboole_0,inf
t5_xboole_0,t50_xboole_1,inf
t5_xboole_0,t27_xboole_1,inf
t5_xboole_0,fc1_xboole_0,inf
t5_xboole_0,rc1_xboole_0,inf
t5_xboole_0,t6_xboole_1,inf
t5_xboole_0,d5_xboole_0,1.1851851851851851
t5_xboole_0,dt_k1_xboole_0,inf
t5_xboole_0,t4_xboole_1,inf
t5_xboole_0,t1_xboole_0,1.7777777777777777
t5_xboole_0,t14_xboole_1,inf
t5_xboole_0,t29_xboole_1,inf
t5_xboole_0,antisymmetry_r2_xboole_0,inf
t5_xboole_0,t44_xboole_1,inf
t5_xboole_0,t2_xboole_0,1.1851851851851851
t5_xboole_0,t45_xboole_1,inf
t5_xboole_0,t6_xboole_0,1.3333333333333333
t5_xboole_0,fc5_xboole_0,inf
t5_xboole_0,t56_xboole_1,inf
t5_xboole_0,fc4_xboole_0,inf
t5_xboole_0,t11_xboole_1,inf
t5_xboole_0,t60_xboole_1,inf
t5_xboole_0,t35_xboole_1,inf
t5_xboole_0,d6_xboole_0,inf
t5_xboole_0,t15_xboole_1,inf
t5_xboole_0,l58_xboole_1,inf
t5_xboole_0,t33_xboole_1,inf
t5_xboole_0,commutativity_k5_xboole_0,inf
t5_xboole_0,irreflexivity_r2_xboole_0,inf
t5_xboole_0,t57_xboole_1,inf
t5_xboole_0,t10_xboole_1,inf
t5_xboole_0,t4_xboole_0,4.0
t5_xboole_0,t16_xboole_1,inf
t5_xboole_0,rc2_xboole_0,inf
t5_xboole_0,d4_xboole_0,1.1851851851851851
t5_xboole_0,t24_xboole_1,inf
t5_xboole_0,dt_k4_xboole_0,inf
t5_xboole_0,l36_xboole_1,inf
t5_xboole_0,d10_xboole_0,inf
t5_xboole_0,t19_xboole_1,inf
t5_xboole_0,t43_xboole_1,inf
t5_xboole_0,t26_xboole_1,inf
t5_xboole_0,t13_xboole_1,inf
t5_xboole_0,t6_boole,inf
t5_xboole_0,l32_xboole_1,inf
t5_xboole_0,l13_xboole_0,inf
t5_xboole_0,t54_xboole_1,inf
t5_xboole_0,t2_boole,inf
t5_xboole_0,d2_xboole_0,inf
t5_xboole_0,t31_xboole_1,inf
t5_xboole_0,t30_xboole_1,inf
t5_xboole_0,t18_xboole_1,inf
t5_xboole_0,t52_xboole_1,inf
t5_xboole_0,t3_xboole_0,0.9795918367346939
t5_xboole_0,t55_xboole_1,inf
t5_xboole_0,t12_xboole_1,inf
t5_xboole_0,d7_xboole_0,0.0
t5_xboole_0,t67_xboole_1,0.0
t5_xboole_0,antisymmetry_r2_hidden,0.8888888888888888
t5_xboole_0,t7_xboole_0,inf
t5_xboole_0,t4_boole,inf
t5_xboole_0,t69_xboole_1,0.0
t38_xboole_1,t46_xboole_1,8.0
t38_xboole_1,commutativity_k2_xboole_0,12.0
t38_xboole_1,dt_k2_xboole_0,inf
t38_xboole_1,t53_xboole_1,20.0
t38_xboole_1,t8_boole,8.0
t38_xboole_1,t61_xboole_1,0.0
t38_xboole_1,t49_xboole_1,20.0
t38_xboole_1,t58_xboole_1,20.51197055421258
t38_xboole_1,t25_xboole_1,20.0
t38_xboole_1,t7_xboole_1,8.0
t38_xboole_1,t48_xboole_1,12.0
t38_xboole_1,t3_xboole_1,4.0
t38_xboole_1,idempotence_k3_xboole_0,11.16176782284704
t38_xboole_1,t47_xboole_1,16.0
t38_xboole_1,d3_xboole_0,32.0
t38_xboole_1,t21_xboole_1,14.60086415265278
t38_xboole_1,idempotence_k2_xboole_0,11.16176782284704
t38_xboole_1,t2_tarski,12.0
t38_xboole_1,t64_xboole_1,10.83732351807086
t38_xboole_1,t9_xboole_1,8.609632986988856
t38_xboole_1,dt_o_0_0_xboole_0,inf
t38_xboole_1,t50_xboole_1,20.0
t38_xboole_1,t27_xboole_1,8.01886316401619
t38_xboole_1,fc1_xboole_0,inf
t38_xboole_1,rc1_xboole_0,inf
t38_xboole_1,t6_xboole_1,12.0
t38_xboole_1,d5_xboole_0,32.0
t38_xboole_1,dt_k1_xboole_0,inf
t38_xboole_1,t4_xboole_1,12.0
t38_xboole_1,t1_xboole_0,inf
t38_xboole_1,t14_xboole_1,6.085328425702097
t38_xboole_1,t29_xboole_1,13.219265973977711
t38_xboole_1,antisymmetry_r2_xboole_0,inf
t38_xboole_1,t44_xboole_1,8.866954717550927
t38_xboole_1,t2_xboole_0,32.0
t38_xboole_1,t45_xboole_1,8.808903111068695
t38_xboole_1,t6_xboole_0,inf
t38_xboole_1,fc5_xboole_0,inf
t38_xboole_1,t56_xboole_1,inf
t38_xboole_1,fc4_xboole_0,inf
t38_xboole_1,t11_xboole_1,6.866954717550927
t38_xboole_1,t60_xboole_1,8.0
t38_xboole_1,t35_xboole_1,7.183873766211174
t38_xboole_1,d6_xboole_0,16.0
t38_xboole_1,t15_xboole_1,2.0
t38_xboole_1,l58_xboole_1,12.0
t38_xboole_1,t33_xboole_1,9.996548572191449
t38_xboole_1,commutativity_k5_xboole_0,12.0
t38_xboole_1,irreflexivity_r2_xboole_0,inf
t38_xboole_1,t57_xboole_1,inf
t38_xboole_1,t10_xboole_1,6.0
t38_xboole_1,t4_xboole_0,inf
t38_xboole_1,t16_xboole_1,12.0
t38_xboole_1,rc2_xboole_0,inf
t38_xboole_1,d4_xboole_0,32.0
t38_xboole_1,t24_xboole_1,20.0
t38_xboole_1,dt_k4_xboole_0,inf
t38_xboole_1,l36_xboole_1,20.0
t38_xboole_1,d10_xboole_0,4.9457745060236205
t38_xboole_1,t19_xboole_1,5.333333333333333
t38_xboole_1,t43_xboole_1,8.866954717550927
t38_xboole_1,t26_xboole_1,8.609632986988856
t38_xboole_1,t13_xboole_1,8.01886316401619
t38_xboole_1,t6_boole,0.0
t38_xboole_1,l32_xboole_1,4.0
t38_xboole_1,l13_xboole_0,0.0
t38_xboole_1,t54_xboole_1,20.0
t38_xboole_1,t2_boole,8.0
t38_xboole_1,d2_xboole_0,12.0
t38_xboole_1,t31_xboole_1,16.933664485006336
t38_xboole_1,t30_xboole_1,12.0
t38_xboole_1,t18_xboole_1,6.0
t38_xboole_1,t52_xboole_1,20.0
t38_xboole_1,t3_xboole_0,inf
t38_xboole_1,t55_xboole_1,24.0
t38_xboole_1,t12_xboole_1,6.866954717550927
t38_xboole_1,d7_xboole_0,8.0
t38_xboole_1,t67_xboole_1,3.5555555555555554
t38_xboole_1,antisymmetry_r2_hidden,inf
t38_xboole_1,t7_xboole_0,0.0
t38_xboole_1,t4_boole,8.0
t38_xboole_1,t69_xboole_1,20.51197055421258
t46_xboole_1,commutativity_k2_xboole_0,10.0
t46_xboole_1,dt_k2_xboole_0,inf
t46_xboole_1,t53_xboole_1,10.992286830666963
t46_xboole_1,t8_boole,12.0
t46_xboole_1,t61_xboole_1,4.0
t46_xboole_1,t49_xboole_1,14.0
t46_xboole_1,t58_xboole_1,inf
t46_xboole_1,t25_xboole_1,14.0
t46_xboole_1,t7_xboole_1,inf
t46_xboole_1,t48_xboole_1,8.0
t46_xboole_1,t3_xboole_1,8.0
t46_xboole_1,idempotence_k3_xboole_0,8.896418674544599
t46_xboole_1,t47_xboole_1,8.0
t46_xboole_1,d3_xboole_0,32.0
t46_xboole_1,t21_xboole_1,10.830342030658832
t46_xboole_1,idempotence_k2_xboole_0,8.896418674544599
t46_xboole_1,t2_tarski,18.0
t46_xboole_1,t64_xboole_1,inf
t46_xboole_1,t9_xboole_1,inf
t46_xboole_1,dt_o_0_0_xboole_0,inf
t46_xboole_1,t50_xboole_1,14.0
t46_xboole_1,t27_xboole_1,inf
t46_xboole_1,fc1_xboole_0,inf
t46_xboole_1,rc1_xboole_0,inf
t46_xboole_1,t6_xboole_1,10.0
t46_xboole_1,d5_xboole_0,32.0
t46_xboole_1,dt_k1_xboole_0,inf
t46_xboole_1,t4_xboole_1,10.0
t46_xboole_1,t1_xboole_0,inf
t46_xboole_1,t14_xboole_1,48.0
t46_xboole_1,t29_xboole_1,inf
t46_xboole_1,antisymmetry_r2_xboole_0,inf
t46_xboole_1,t44_xboole_1,inf
t46_xboole_1,t2_xboole_0,32.0
t46_xboole_1,t45_xboole_1,21.010584149511022
t46_xboole_1,t6_xboole_0,inf
t46_xboole_1,fc5_xboole_0,inf
t46_xboole_1,t56_xboole_1,inf
t46_xboole_1,fc4_xboole_0,inf
t46_xboole_1,t11_xboole_1,inf
t46_xboole_1,t60_xboole_1,inf
t46_xboole_1,t35_xboole_1,inf
t46_xboole_1,d6_xboole_0,12.0
t46_xboole_1,t15_xboole_1,5.0
t46_xboole_1,l58_xboole_1,inf
t46_xboole_1,t33_xboole_1,inf
t46_xboole_1,commutativity_k5_xboole_0,10.0
t46_xboole_1,irreflexivity_r2_xboole_0,inf
t46_xboole_1,t57_xboole_1,inf
t46_xboole_1,t10_xboole_1,inf
t46_xboole_1,t4_xboole_0,inf
t46_xboole_1,t16_xboole_1,10.0
t46_xboole_1,rc2_xboole_0,inf
t46_xboole_1,d4_xboole_0,32.0
t46_xboole_1,t24_xboole_1,14.0
t46_xboole_1,dt_k4_xboole_0,inf
t46_xboole_1,l36_xboole_1,10.0
t46_xboole_1,d10_xboole_0,18.0
t46_xboole_1,t19_xboole_1,inf
t46_xboole_1,t43_xboole_1,inf
t46_xboole_1,t26_xboole_1,inf
t46_xboole_1,t13_xboole_1,inf
t46_xboole_1,t6_boole,8.0
t46_xboole_1,l32_xboole_1,4.0
t46_xboole_1,l13_xboole_0,8.0
t46_xboole_1,t54_xboole_1,10.0
t46_xboole_1,t2_boole,8.0
t46_xboole_1,d2_xboole_0,10.0
t46_xboole_1,t31_xboole_1,inf
t46_xboole_1,t30_xboole_1,28.0
t46_xboole_1,t18_xboole_1,inf
t46_xboole_1,t52_xboole_1,12.0
t46_xboole_1,t3_xboole_0,inf
t46_xboole_1,t55_xboole_1,12.424216738930504
t46_xboole_1,t12_xboole_1,16.933664485006336
t46_xboole_1,d7_xboole_0,12.0
t46_xboole_1,t67_xboole_1,16.0
t46_xboole_1,antisymmetry_r2_hidden,inf
t46_xboole_1,t7_xboole_0,4.0
t46_xboole_1,t4_boole,5.134312181385248
t46_xboole_1,t69_xboole_1,inf
commutativity_k2_xboole_0,dt_k2_xboole_0,inf
commutativity_k2_xboole_0,t53_xboole_1,12.0
commutativity_k2_xboole_0,t8_boole,8.0
commutativity_k2_xboole_0,t61_xboole_1,6.0
commutativity_k2_xboole_0,t49_xboole_1,12.0
commutativity_k2_xboole_0,t58_xboole_1,inf
commutativity_k2_xboole_0,t25_xboole_1,13.219265973977711
commutativity_k2_xboole_0,t7_xboole_1,inf
commutativity_k2_xboole_0,t48_xboole_1,8.0
commutativity_k2_xboole_0,t3_xboole_1,12.0
commutativity_k2_xboole_0,idempotence_k3_xboole_0,7.151661711293809
commutativity_k2_xboole_0,t47_xboole_1,10.0
commutativity_k2_xboole_0,d3_xboole_0,23.579310555065817
commutativity_k2_xboole_0,t21_xboole_1,9.016446556213554
commutativity_k2_xboole_0,idempotence_k2_xboole_0,10.441265605705484
commutativity_k2_xboole_0,t2_tarski,12.0
commutativity_k2_xboole_0,t64_xboole_1,inf
commutativity_k2_xboole_0,t9_xboole_1,inf
commutativity_k2_xboole_0,dt_o_0_0_xboole_0,inf
commutativity_k2_xboole_0,t50_xboole_1,12.0
commutativity_k2_xboole_0,t27_xboole_1,inf
commutativity_k2_xboole_0,fc1_xboole_0,inf
commutativity_k2_xboole_0,rc1_xboole_0,inf
commutativity_k2_xboole_0,t6_xboole_1,15.822436834391116
commutativity_k2_xboole_0,d5_xboole_0,24.0
commutativity_k2_xboole_0,dt_k1_xboole_0,inf
commutativity_k2_xboole_0,t4_xboole_1,17.97872406017348
commutativity_k2_xboole_0,t1_xboole_0,inf
commutativity_k2_xboole_0,t14_xboole_1,35.368965832598725
commutativity_k2_xboole_0,t29_xboole_1,inf
commutativity_k2_xboole_0,antisymmetry_r2_xboole_0,inf
commutativity_k2_xboole_0,t44_xboole_1,inf
commutativity_k2_xboole_0,t2_xboole_0,24.0
commutativity_k2_xboole_0,t45_xboole_1,25.265833821744923
commutativity_k2_xboole_0,t6_xboole_0,inf
commutativity_k2_xboole_0,fc5_xboole_0,inf
commutativity_k2_xboole_0,t56_xboole_1,inf
commutativity_k2_xboole_0,fc4_xboole_0,inf
commutativity_k2_xboole_0,t11_xboole_1,inf
commutativity_k2_xboole_0,t60_xboole_1,inf
commutativity_k2_xboole_0,t35_xboole_1,inf
commutativity_k2_xboole_0,d6_xboole_0,9.733909435101854
commutativity_k2_xboole_0,t15_xboole_1,5.0
commutativity_k2_xboole_0,l58_xboole_1,inf
commutativity_k2_xboole_0,t33_xboole_1,inf
commutativity_k2_xboole_0,commutativity_k5_xboole_0,8.0
commutativity_k2_xboole_0,irreflexivity_r2_xboole_0,inf
commutativity_k2_xboole_0,t57_xboole_1,inf
commutativity_k2_xboole_0,t10_xboole_1,inf
commutativity_k2_xboole_0,t4_xboole_0,inf
commutativity_k2_xboole_0,t16_xboole_1,8.0
commutativity_k2_xboole_0,rc2_xboole_0,inf
commutativity_k2_xboole_0,d4_xboole_0,24.0
commutativity_k2_xboole_0,t24_xboole_1,8.466832242503168
commutativity_k2_xboole_0,dt_k4_xboole_0,inf
commutativity_k2_xboole_0,l36_xboole_1,11.43455258813238
commutativity_k2_xboole_0,d10_xboole_0,12.0
commutativity_k2_xboole_0,t19_xboole_1,inf
commutativity_k2_xboole_0,t43_xboole_1,inf
commutativity_k2_xboole_0,t26_xboole_1,inf
commutativity_k2_xboole_0,t13_xboole_1,inf
commutativity_k2_xboole_0,t6_boole,12.0
commutativity_k2_xboole_0,l32_xboole_1,16.0
commutativity_k2_xboole_0,l13_xboole_0,12.0
commutativity_k2_xboole_0,t54_xboole_1,11.43455258813238
commutativity_k2_xboole_0,t2_boole,10.0
commutativity_k2_xboole_0,d2_xboole_0,8.0
commutativity_k2_xboole_0,t31_xboole_1,inf
commutativity_k2_xboole_0,t30_xboole_1,16.933664485006336
commutativity_k2_xboole_0,t18_xboole_1,inf
commutativity_k2_xboole_0,t52_xboole_1,9.733909435101854
commutativity_k2_xboole_0,t3_xboole_0,inf
commutativity_k2_xboole_0,t55_xboole_1,13.219265973977711
commutativity_k2_xboole_0,t12_xboole_1,6.8373235180708605
commutativity_k2_xboole_0,d7_xboole_0,16.0
commutativity_k2_xboole_0,t67_xboole_1,24.0
commutativity_k2_xboole_0,antisymmetry_r2_hidden,inf
commutativity_k2_xboole_0,t7_xboole_0,6.0
commutativity_k2_xboole_0,t4_boole,10.0
commutativity_k2_xboole_0,t69_xboole_1,inf
dt_k2_xboole_0,t53_xboole_1,inf
dt_k2_xboole_0,t8_boole,inf
dt_k2_xboole_0,t61_xboole_1,inf
dt_k2_xboole_0,t49_xboole_1,inf
dt_k2_xboole_0,t58_xboole_1,inf
dt_k2_xboole_0,t25_xboole_1,inf
dt_k2_xboole_0,t7_xboole_1,inf
dt_k2_xboole_0,t48_xboole_1,inf
dt_k2_xboole_0,t3_xboole_1,inf
dt_k2_xboole_0,idempotence_k3_xboole_0,inf
dt_k2_xboole_0,t47_xboole_1,inf
dt_k2_xboole_0,d3_xboole_0,inf
dt_k2_xboole_0,t21_xboole_1,inf
dt_k2_xboole_0,idempotence_k2_xboole_0,inf
dt_k2_xboole_0,t2_tarski,inf
dt_k2_xboole_0,t64_xboole_1,inf
dt_k2_xboole_0,t9_xboole_1,inf
dt_k2_xboole_0,dt_o_0_0_xboole_0,inf
dt_k2_xboole_0,t50_xboole_1,inf
dt_k2_xboole_0,t27_xboole_1,inf
dt_k2_xboole_0,fc1_xboole_0,inf
dt_k2_xboole_0,rc1_xboole_0,inf
dt_k2_xboole_0,t6_xboole_1,inf
dt_k2_xboole_0,d5_xboole_0,inf
dt_k2_xboole_0,dt_k1_xboole_0,0.0
dt_k2_xboole_0,t4_xboole_1,inf
dt_k2_xboole_0,t1_xboole_0,inf
dt_k2_xboole_0,t14_xboole_1,inf
dt_k2_xboole_0,t29_xboole_1,inf
dt_k2_xboole_0,antisymmetry_r2_xboole_0,inf
dt_k2_xboole_0,t44_xboole_1,inf
dt_k2_xboole_0,t2_xboole_0,inf
dt_k2_xboole_0,t45_xboole_1,inf
dt_k2_xboole_0,t6_xboole_0,inf
dt_k2_xboole_0,fc5_xboole_0,inf
dt_k2_xboole_0,t56_xboole_1,inf
dt_k2_xboole_0,fc4_xboole_0,inf
dt_k2_xboole_0,t11_xboole_1,inf
dt_k2_xboole_0,t60_xboole_1,inf
dt_k2_xboole_0,t35_xboole_1,inf
dt_k2_xboole_0,d6_xboole_0,inf
dt_k2_xboole_0,t15_xboole_1,inf
dt_k2_xboole_0,l58_xboole_1,inf
dt_k2_xboole_0,t33_xboole_1,inf
dt_k2_xboole_0,commutativity_k5_xboole_0,inf
dt_k2_xboole_0,irreflexivity_r2_xboole_0,inf
dt_k2_xboole_0,t57_xboole_1,inf
dt_k2_xboole_0,t10_xboole_1,inf
dt_k2_xboole_0,t4_xboole_0,inf
dt_k2_xboole_0,t16_xboole_1,inf
dt_k2_xboole_0,rc2_xboole_0,inf
dt_k2_xboole_0,d4_xboole_0,inf
dt_k2_xboole_0,t24_xboole_1,inf
dt_k2_xboole_0,dt_k4_xboole_0,0.0
dt_k2_xboole_0,l36_xboole_1,inf
dt_k2_xboole_0,d10_xboole_0,inf
dt_k2_xboole_0,t19_xboole_1,inf
dt_k2_xboole_0,t43_xboole_1,inf
dt_k2_xboole_0,t26_xboole_1,inf
dt_k2_xboole_0,t13_xboole_1,inf
dt_k2_xboole_0,t6_boole,inf
dt_k2_xboole_0,l32_xboole_1,inf
dt_k2_xboole_0,l13_xboole_0,inf
dt_k2_xboole_0,t54_xboole_1,inf
dt_k2_xboole_0,t2_boole,inf
dt_k2_xboole_0,d2_xboole_0,inf
dt_k2_xboole_0,t31_xboole_1,inf
dt_k2_xboole_0,t30_xboole_1,inf
dt_k2_xboole_0,t18_xboole_1,inf
dt_k2_xboole_0,t52_xboole_1,inf
dt_k2_xboole_0,t3_xboole_0,inf
dt_k2_xboole_0,t55_xboole_1,inf
dt_k2_xboole_0,t12_xboole_1,inf
dt_k2_xboole_0,d7_xboole_0,inf
dt_k2_xboole_0,t67_xboole_1,inf
dt_k2_xboole_0,antisymmetry_r2_hidden,inf
dt_k2_xboole_0,t7_xboole_0,inf
dt_k2_xboole_0,t4_boole,inf
dt_k2_xboole_0,t69_xboole_1,inf
t53_xboole_1,t8_boole,16.0
t53_xboole_1,t61_xboole_1,10.0
t53_xboole_1,t49_xboole_1,16.0
t53_xboole_1,t58_xboole_1,inf
t53_xboole_1,t25_xboole_1,18.0
t53_xboole_1,t7_xboole_1,inf
t53_xboole_1,t48_xboole_1,10.88261579345406
t53_xboole_1,t3_xboole_1,20.0
t53_xboole_1,idempotence_k3_xboole_0,10.730622779353762
t53_xboole_1,t47_xboole_1,10.0
t53_xboole_1,d3_xboole_0,40.0
t53_xboole_1,t21_xboole_1,12.700248363754751
t53_xboole_1,idempotence_k2_xboole_0,10.730622779353762
t53_xboole_1,t2_tarski,24.0
t53_xboole_1,t64_xboole_1,inf
t53_xboole_1,t9_xboole_1,inf
t53_xboole_1,dt_o_0_0_xboole_0,inf
t53_xboole_1,t50_xboole_1,16.0
t53_xboole_1,t27_xboole_1,inf
t53_xboole_1,fc1_xboole_0,inf
t53_xboole_1,rc1_xboole_0,inf
t53_xboole_1,t6_xboole_1,12.0
t53_xboole_1,d5_xboole_0,40.0
t53_xboole_1,dt_k1_xboole_0,inf
t53_xboole_1,t4_xboole_1,12.0
t53_xboole_1,t1_xboole_0,inf
t53_xboole_1,t14_xboole_1,60.0
t53_xboole_1,t29_xboole_1,inf
t53_xboole_1,antisymmetry_r2_xboole_0,inf
t53_xboole_1,t44_xboole_1,inf
t53_xboole_1,t2_xboole_0,40.0
t53_xboole_1,t45_xboole_1,24.848433477861008
t53_xboole_1,t6_xboole_0,inf
t53_xboole_1,fc5_xboole_0,inf
t53_xboole_1,t56_xboole_1,inf
t53_xboole_1,fc4_xboole_0,inf
t53_xboole_1,t11_xboole_1,inf
t53_xboole_1,t60_xboole_1,inf
t53_xboole_1,t35_xboole_1,inf
t53_xboole_1,d6_xboole_0,14.0
t53_xboole_1,t15_xboole_1,11.0
t53_xboole_1,l58_xboole_1,inf
t53_xboole_1,t33_xboole_1,inf
t53_xboole_1,commutativity_k5_xboole_0,12.0
t53_xboole_1,irreflexivity_r2_xboole_0,inf
t53_xboole_1,t57_xboole_1,inf
t53_xboole_1,t10_xboole_1,inf
t53_xboole_1,t4_xboole_0,inf
t53_xboole_1,t16_xboole_1,12.424216738930504
t53_xboole_1,rc2_xboole_0,inf
t53_xboole_1,d4_xboole_0,32.0
t53_xboole_1,t24_xboole_1,16.0
t53_xboole_1,dt_k4_xboole_0,inf
t53_xboole_1,l36_xboole_1,12.0
t53_xboole_1,d10_xboole_0,24.0
t53_xboole_1,t19_xboole_1,inf
t53_xboole_1,t43_xboole_1,inf
t53_xboole_1,t26_xboole_1,inf
t53_xboole_1,t13_xboole_1,inf
t53_xboole_1,t6_boole,20.0
t53_xboole_1,l32_xboole_1,16.0
t53_xboole_1,l13_xboole_0,20.0
t53_xboole_1,t54_xboole_1,12.0
t53_xboole_1,t2_boole,14.0
t53_xboole_1,d2_xboole_0,12.0
t53_xboole_1,t31_xboole_1,inf
t53_xboole_1,t30_xboole_1,28.730552488660635
t53_xboole_1,t18_xboole_1,inf
t53_xboole_1,t52_xboole_1,14.0
t53_xboole_1,t3_xboole_0,inf
t53_xboole_1,t55_xboole_1,14.673485726745412
t53_xboole_1,t12_xboole_1,20.75449331809295
t53_xboole_1,d7_xboole_0,24.0
t53_xboole_1,t67_xboole_1,40.0
t53_xboole_1,antisymmetry_r2_hidden,inf
t53_xboole_1,t7_xboole_0,10.0
t53_xboole_1,t4_boole,10.922965868892996
t53_xboole_1,t69_xboole_1,inf
t8_boole,t61_xboole_1,4.0
t8_boole,t49_xboole_1,16.0
t8_boole,t58_xboole_1,inf
t8_boole,t25_xboole_1,16.0
t8_boole,t7_xboole_1,inf
t8_boole,t48_xboole_1,8.0
t8_boole,t3_xboole_1,8.0
t8_boole,idempotence_k3_xboole_0,8.751289101106392
t8_boole,t47_xboole_1,12.0
t8_boole,d3_xboole_0,16.0
t8_boole,t21_xboole_1,11.540590712967036
t8_boole,idempotence_k2_xboole_0,8.751289101106392
t8_boole,t2_tarski,0.0
t8_boole,t64_xboole_1,inf
t8_boole,t9_xboole_1,inf
t8_boole,dt_o_0_0_xboole_0,4.0
t8_boole,t50_xboole_1,16.0
t8_boole,t27_xboole_1,inf
t8_boole,fc1_xboole_0,4.0
t8_boole,rc1_xboole_0,0.0
t8_boole,t6_xboole_1,8.0
t8_boole,d5_xboole_0,16.0
t8_boole,dt_k1_xboole_0,inf
t8_boole,t4_xboole_1,8.0
t8_boole,t1_xboole_0,inf
t8_boole,t14_xboole_1,24.0
t8_boole,t29_xboole_1,inf
t8_boole,antisymmetry_r2_xboole_0,inf
t8_boole,t44_xboole_1,inf
t8_boole,t2_xboole_0,16.0
t8_boole,t45_xboole_1,20.53724872554099
t8_boole,t6_xboole_0,inf
t8_boole,fc5_xboole_0,2.0
t8_boole,t56_xboole_1,inf
t8_boole,fc4_xboole_0,2.0
t8_boole,t11_xboole_1,inf
t8_boole,t60_xboole_1,inf
t8_boole,t35_xboole_1,inf
t8_boole,d6_xboole_0,12.0
t8_boole,t15_xboole_1,6.0
t8_boole,l58_xboole_1,inf
t8_boole,t33_xboole_1,inf
t8_boole,commutativity_k5_xboole_0,8.0
t8_boole,irreflexivity_r2_xboole_0,inf
t8_boole,t57_xboole_1,inf
t8_boole,t10_xboole_1,inf
t8_boole,t4_xboole_0,inf
t8_boole,t16_xboole_1,8.0
t8_boole,rc2_xboole_0,0.0
t8_boole,d4_xboole_0,16.0
t8_boole,t24_xboole_1,16.0
t8_boole,dt_k4_xboole_0,inf
t8_boole,l36_xboole_1,16.0
t8_boole,d10_xboole_0,0.0
t8_boole,t19_xboole_1,inf
t8_boole,t43_xboole_1,inf
t8_boole,t26_xboole_1,inf
t8_boole,t13_xboole_1,inf
t8_boole,t6_boole,2.0
t8_boole,l32_xboole_1,16.0
t8_boole,l13_xboole_0,2.0
t8_boole,t54_xboole_1,16.0
t8_boole,t2_boole,12.0
t8_boole,d2_xboole_0,8.0
t8_boole,t31_xboole_1,inf
t8_boole,t30_xboole_1,32.0
t8_boole,t18_xboole_1,inf
t8_boole,t52_xboole_1,16.0
t8_boole,t3_xboole_0,inf
t8_boole,t55_xboole_1,20.0
t8_boole,t12_xboole_1,8.0
t8_boole,d7_xboole_0,16.0
t8_boole,t67_xboole_1,16.0
t8_boole,antisymmetry_r2_hidden,inf
t8_boole,t7_xboole_0,4.0
t8_boole,t4_boole,12.0
t8_boole,t69_xboole_1,0.0
t61_xboole_1,t49_xboole_1,10.0
t61_xboole_1,t58_xboole_1,inf
t61_xboole_1,t25_xboole_1,10.0
t61_xboole_1,t7_xboole_1,inf
t61_xboole_1,t48_xboole_1,6.0
t61_xboole_1,t3_xboole_1,0.0
t61_xboole_1,idempotence_k3_xboole_0,5.58088391142352
t61_xboole_1,t47_xboole_1,8.0
t61_xboole_1,d3_xboole_0,16.0
t61_xboole_1,t21_xboole_1,7.30043207632639
t61_xboole_1,idempotence_k2_xboole_0,5.58088391142352
t61_xboole_1,t2_tarski,6.0
t61_xboole_1,t64_xboole_1,inf
t61_xboole_1,t9_xboole_1,inf
t61_xboole_1,dt_o_0_0_xboole_0,inf
t61_xboole_1,t50_xboole_1,10.0
t61_xboole_1,t27_xboole_1,inf
t61_xboole_1,fc1_xboole_0,inf
t61_xboole_1,rc1_xboole_0,inf
t61_xboole_1,t6_xboole_1,6.0
t61_xboole_1,d5_xboole_0,16.0
t61_xboole_1,dt_k1_xboole_0,inf
t61_xboole_1,t4_xboole_1,6.0
t61_xboole_1,t1_xboole_0,inf
t61_xboole_1,t14_xboole_1,24.0
t61_xboole_1,t29_xboole_1,inf
t61_xboole_1,antisymmetry_r2_xboole_0,inf
t61_xboole_1,t44_xboole_1,inf
t61_xboole_1,t2_xboole_0,16.0
t61_xboole_1,t45_xboole_1,13.617806222137387
t61_xboole_1,t6_xboole_0,inf
t61_xboole_1,fc5_xboole_0,inf
t61_xboole_1,t56_xboole_1,inf
t61_xboole_1,fc4_xboole_0,inf
t61_xboole_1,t11_xboole_1,inf
t61_xboole_1,t60_xboole_1,inf
